"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"S_058","0.00","0.29","0.27","0.02","0.01","0.52","0.05","0.00","0.00","0.02","0.52","0.06","0.03","0.29","0.45","0.06"
"S_059","0.12","0.25","0.08","0.00","0.12","0.47","0.07","0.00","0.00","0.00","0.48","0.00","0.21","0.35","0.35","0.00"
"S_060","0.02","0.46","0.31","0.12","0.04","0.46","0.00","0.00","0.03","0.41","0.22","0.00","0.08","0.27","0.51","0.27"
"S_061","0.00","0.26","0.33","0.03","0.00","0.22","0.48","0.03","0.00","0.05","0.01","0.50","0.00","0.15","0.34","0.21"
"S_062","0.00","0.22","0.24","0.05","0.00","0.45","0.09","0.00","0.00","0.01","0.35","0.38","0.00","0.12","0.36","0.38"
"S_063","0.00","0.15","0.35","0.12","0.00","0.05","0.58","0.06","0.00","0.00","0.06","0.44","0.00","0.12","0.42","0.02"
"S_064","0.00","0.31","0.24","0.00","0.02","0.43","0.00","0.00","0.00","0.31","0.58","0.13","0.02","0.21","0.07","0.45"
"S_065","0.00","0.13","0.39","0.24","0.00","0.46","0.04","0.00","0.00","0.01","0.44","0.20","0.00","0.22","0.36","0.36"
"S_066","0.00","0.14","0.25","0.09","0.00","0.39","0.10","0.00","0.00","0.01","0.47","0.08","0.04","0.27","0.45","0.14"
"S_067","0.00","0.16","0.37","0.17","0.00","0.21","0.29","0.00","0.00","0.11","0.33","0.32","0.07","0.44","0.31","0.42"
"S_068","0.00","0.00","0.34","0.31","0.00","0.25","0.26","0.03","0.00","0.05","0.39","0.50","0.00","0.32","0.33","0.47"
"S_069","0.00","0.26","0.25","0.24","0.00","0.46","0.00","0.04","0.00","0.29","0.54","0.11","0.00","0.55","0.33","0.25"
"S_070","0.18","0.32","0.17","0.00","0.15","0.43","0.16","0.00","0.00","0.00","0.50","0.02","0.14","0.35","0.24","0.00"
"S_071","0.00","0.00","0.24","0.30","0.00","0.31","0.18","0.03","0.00","0.01","0.47","0.19","0.00","0.25","0.29","0.36"
"S_072","0.00","0.15","0.34","0.20","0.00","0.10","0.49","0.00","0.00","0.00","0.08","0.33","0.02","0.37","0.40","0.05"
"S_073","0.00","0.25","0.25","0.39","0.00","0.45","0.01","0.00","0.00","0.08","0.44","0.00","0.17","0.09","0.39","0.19"
"S_074","0.14","0.43","0.19","0.02","0.28","0.26","0.00","0.00","0.00","0.08","0.58","0.14","0.07","0.35","0.20","0.00"
"S_075","0.00","0.37","0.10","0.00","0.00","0.47","0.24","0.00","0.00","0.00","0.52","0.11","0.00","0.43","0.16","0.00"
"S_076","0.07","0.07","0.30","0.05","0.12","0.41","0.01","0.00","0.13","0.12","0.46","0.00","0.12","0.40","0.26","0.00"
"S_077","0.06","0.30","0.31","0.04","0.08","0.05","0.40","0.00","0.06","0.30","0.51","0.02","0.07","0.04","0.00","0.00"
"S_078","0.04","0.41","0.25","0.00","0.06","0.51","0.00","0.00","0.01","0.03","0.44","0.04","0.05","0.37","0.38","0.02"
"S_079","0.07","0.00","0.29","0.16","0.03","0.00","0.45","0.01","0.08","0.00","0.04","0.44","0.12","0.20","0.40","0.36"
"S_080","0.00","0.05","0.47","0.08","0.00","0.00","0.37","0.12","0.04","0.04","0.00","0.42","0.02","0.09","0.38","0.17"
"S_081","0.02","0.30","0.36","0.43","0.03","0.15","0.23","0.03","0.06","0.03","0.25","0.24","0.06","0.03","0.31","0.30"
"S_082","0.02","0.00","0.17","0.07","0.02","0.00","0.46","0.02","0.01","0.00","0.42","0.11","0.03","0.04","0.37","0.12"
"S_083","0.00","0.30","0.28","0.08","0.02","0.22","0.37","0.00","0.04","0.00","0.15","0.25","0.04","0.26","0.35","0.01"
"S_084","0.00","0.42","0.25","0.04","0.00","0.29","0.16","0.00","0.00","0.02","0.47","0.00","0.00","0.35","0.32","0.00"
"S_085","0.03","0.16","0.40","0.17","0.04","0.48","0.00","0.02","0.03","0.12","0.52","0.08","0.02","0.45","0.40","0.16"
"S_086","0.00","0.36","0.33","0.03","0.01","0.58","0.00","0.00","0.01","0.13","0.43","0.00","0.07","0.39","0.32","0.00"
"S_087","0.00","0.05","0.38","0.29","0.00","0.09","0.45","0.00","0.00","0.00","0.11","0.29","0.00","0.28","0.36","0.14"
"S_088","0.00","0.40","0.35","0.17","0.00","0.52","0.00","0.00","0.00","0.27","0.26","0.00","0.12","0.37","0.13","0.00"
"S_089","0.00","0.40","0.30","0.02","0.01","0.51","0.07","0.00","0.00","0.01","0.53","0.05","0.11","0.16","0.36","0.17"
"S_090","0.00","0.55","0.07","0.02","0.00","0.49","0.34","0.00","0.14","0.12","0.55","0.03","0.00","0.28","0.00","0.00"
"S_091","0.00","0.43","0.30","0.12","0.00","0.06","0.43","0.00","0.01","0.00","0.39","0.00","0.21","0.36","0.25","0.00"
"S_092","0.02","0.51","0.21","0.09","0.00","0.55","0.03","0.00","0.00","0.03","0.56","0.00","0.03","0.45","0.48","0.00"
"S_093","0.00","0.26","0.36","0.09","0.00","0.31","0.28","0.00","0.00","0.00","0.53","0.00","0.02","0.36","0.30","0.00"
"S_094","0.00","0.06","0.35","0.14","0.00","0.17","0.19","0.00","0.00","0.03","0.50","0.00","0.22","0.34","0.42","0.00"
"S_095","0.00","0.00","0.60","0.20","0.00","0.00","0.41","0.12","0.00","0.22","0.02","0.43","0.00","0.36","0.47","0.24"
"S_096","0.00","0.00","0.28","0.35","0.00","0.00","0.25","0.28","0.00","0.00","0.00","0.45","0.00","0.45","0.29","0.44"
"S_097","0.00","0.01","0.41","0.12","0.00","0.08","0.49","0.00","0.00","0.00","0.11","0.41","0.00","0.28","0.16","0.47"
"S_098","0.00","0.00","0.39","0.20","0.00","0.00","0.51","0.00","0.00","0.02","0.40","0.11","0.00","0.33","0.38","0.07"
"S_099","0.00","0.40","0.04","0.02","0.00","0.47","0.04","0.00","0.00","0.08","0.45","0.00","0.03","0.43","0.31","0.00"
"S_100","0.00","0.36","0.08","0.05","0.00","0.36","0.09","0.00","0.00","0.17","0.46","0.00","0.00","0.31","0.66","0.00"
"Ss_001","0.11","0.00","0.00","0.00","0.12","0.05","0.17","0.00","0.13","0.10","0.60","0.02","0.14","0.11","0.53","0.08"
"Ss_002","0.03","0.00","0.00","0.00","0.06","0.07","0.26","0.00","0.09","0.09","0.44","0.05","0.10","0.13","0.50","0.04"
"Ss_003","0.04","0.00","0.00","0.00","0.04","0.00","0.22","0.15","0.03","0.00","0.45","0.09","0.06","0.00","0.35","0.32"
"Ss_004","0.07","0.00","0.00","0.00","0.07","0.00","0.28","0.02","0.08","0.02","0.48","0.01","0.10","0.11","0.36","0.23"
"Ss_005","0.00","0.00","0.00","0.00","0.00","0.06","0.31","0.03","0.02","0.15","0.36","0.01","0.02","0.00","0.45","0.32"
"Ss_006","0.03","0.00","0.00","0.00","0.06","0.01","0.45","0.01","0.04","0.02","0.43","0.07","0.06","0.09","0.28","0.07"
"Ss_007","0.01","0.00","0.00","0.00","0.03","0.03","0.33","0.00","0.02","0.25","0.51","0.00","0.03","0.13","0.65","0.00"
"Ss_008","0.00","0.00","0.00","0.00","0.03","0.05","0.21","0.00","0.03","0.29","0.36","0.00","0.02","0.10","0.47","0.00"
"Ss_009","0.00","0.00","0.00","0.00","0.00","0.15","0.00","0.00","0.00","0.42","0.18","0.00","0.00","0.33","0.45","0.00"
"Ss_010","0.03","0.00","0.00","0.00","0.05","0.19","0.12","0.00","0.02","0.60","0.07","0.00","0.02","0.22","0.50","0.00"
"Ss_011","0.00","0.00","0.00","0.00","0.00","0.01","0.29","0.00","0.00","0.06","0.49","0.01","0.00","0.11","0.28","0.35"
"Ss_012","0.00","0.00","0.00","0.00","0.00","0.07","0.28","0.07","0.00","0.37","0.37","0.00","0.02","0.21","0.27","0.26"
"Ss_013","0.00","0.00","0.00","0.00","0.00","0.00","0.20","0.03","0.00","0.00","0.57","0.07","0.00","0.07","0.29","0.50"
"Ss_014","0.00","0.00","0.00","0.00","0.00","0.00","0.05","0.00","0.01","0.46","0.10","0.00","0.03","0.53","0.26","0.00"
"Ss_015","0.00","0.00","0.00","0.00","0.00","0.11","0.36","0.00","0.00","0.08","0.45","0.05","0.00","0.15","0.50","0.10"
"Ss_016","0.00","0.00","0.00","0.00","0.00","0.19","0.36","0.07","0.00","0.39","0.25","0.02","0.00","0.33","0.67","0.01"
"Ss_017","0.00","0.00","0.00","0.00","0.00","0.22","0.24","0.00","0.00","0.55","0.11","0.00","0.00","0.25","0.63","0.00"
"Ss_018","0.00","0.00","0.00","0.00","0.00","0.08","0.31","0.00","0.00","0.20","0.35","0.00","0.00","0.33","0.46","0.06"
"Ss_019","0.00","0.00","0.00","0.00","0.00","0.26","0.14","0.00","0.00","0.45","0.23","0.00","0.00","0.34","0.43","0.00"
"Ss_020","0.00","0.00","0.00","0.00","0.00","0.16","0.21","0.00","0.00","0.32","0.08","0.00","0.00","0.41","0.54","0.00"
"Ss_021","0.00","0.00","0.00","0.00","0.00","0.00","0.24","0.11","0.00","0.05","0.62","0.16","0.00","0.05","0.36","0.35"
"Ss_022","0.00","0.00","0.00","0.00","0.00","0.00","0.09","0.00","0.00","0.40","0.40","0.00","0.00","0.20","0.57","0.00"
"Ss_023","0.00","0.00","0.00","0.00","0.00","0.14","0.18","0.00","0.00","0.54","0.33","0.00","0.00","0.35","0.41","0.05"
"Ss_024","0.00","0.00","0.00","0.00","0.00","0.07","0.28","0.00","0.00","0.41","0.17","0.00","0.02","0.39","0.53","0.08"
"Ss_025","0.00","0.00","0.00","0.00","0.01","0.38","0.06","0.00","0.04","0.38","0.05","0.00","0.04","0.28","0.42","0.00"
"Ss_026","0.10","0.00","0.00","0.00","0.11","0.15","0.17","0.00","0.11","0.13","0.46","0.00","0.08","0.23","0.45","0.00"
"Ss_027","0.06","0.00","0.00","0.00","0.06","0.07","0.00","0.00","0.06","0.59","0.05","0.00","0.06","0.30","0.36","0.00"
"Ss_028","0.02","0.00","0.00","0.00","0.04","0.11","0.21","0.00","0.06","0.66","0.08","0.00","0.07","0.28","0.42","0.00"
"Ss_029","0.11","0.00","0.00","0.00","0.12","0.02","0.06","0.00","0.08","0.42","0.40","0.00","0.08","0.16","0.46","0.00"
"Ss_030","0.00","0.00","0.00","0.00","0.02","0.04","0.34","0.11","0.01","0.12","0.49","0.00","0.00","0.07","0.25","0.19"
"Ss_031","0.05","0.00","0.00","0.00","0.05","0.20","0.03","0.00","0.23","0.45","0.00","0.00","0.05","0.41","0.10","0.00"
"Ss_032","0.02","0.00","0.00","0.00","0.04","0.00","0.24","0.01","0.04","0.00","0.57","0.00","0.03","0.27","0.50","0.00"
"Ss_033","0.04","0.00","0.00","0.00","0.05","0.14","0.45","0.07","0.05","0.33","0.24","0.00","0.05","0.40","0.36","0.00"
"Ss_034","0.00","0.00","0.00","0.00","0.00","0.07","0.16","0.00","0.00","0.53","0.09","0.00","0.00","0.29","0.64","0.00"
"Ss_035","0.00","0.00","0.00","0.00","0.02","0.10","0.09","0.00","0.04","0.49","0.03","0.00","0.26","0.69","0.07","0.00"
"Ss_036","0.00","0.00","0.00","0.00","0.00","0.00","0.12","0.06","0.00","0.21","0.38","0.00","0.00","0.40","0.57","0.00"
"Ss_037","0.00","0.00","0.00","0.00","0.00","0.09","0.38","0.07","0.00","0.03","0.40","0.09","0.00","0.32","0.43","0.07"
"Ss_038","0.00","0.00","0.00","0.00","0.00","0.53","0.28","0.00","0.00","0.38","0.27","0.00","0.19","0.41","0.37","0.00"
"Ss_039","0.00","0.00","0.00","0.00","0.02","0.03","0.33","0.00","0.01","0.38","0.33","0.02","0.03","0.23","0.42","0.21"
"Ss_040","0.00","0.00","0.00","0.00","0.00","0.00","0.20","0.00","0.00","0.02","0.57","0.08","0.00","0.15","0.15","0.35"
"Ss_041","0.00","0.00","0.00","0.00","0.00","0.05","0.19","0.00","0.00","0.47","0.01","0.00","0.00","0.35","0.53","0.00"
"Ss_042","0.00","0.00","0.00","0.00","0.00","0.22","0.20","0.00","0.00","0.55","0.04","0.00","0.00","0.38","0.60","0.05"
"Ss_043","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.00","0.38","0.28","0.00","0.00","0.24","0.44","0.28"
"Ss_044","0.00","0.00","0.00","0.00","0.00","0.00","0.20","0.20","0.00","0.10","0.44","0.05","0.00","0.08","0.50","0.26"
"Ss_045","0.00","0.00","0.00","0.00","0.00","0.00","0.10","0.08","0.00","0.03","0.56","0.03","0.00","0.39","0.48","0.18"
"Ss_046","0.00","0.00","0.00","0.00","0.00","0.21","0.19","0.00","0.00","0.26","0.25","0.00","0.00","0.36","0.34","0.00"
"Ss_047","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.25","0.34","0.00","0.00","0.45","0.56","0.05"
"Ss_048","0.00","0.00","0.00","0.00","0.00","0.03","0.23","0.00","0.00","0.18","0.39","0.05","0.00","0.25","0.49","0.26"
"Ss_049","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.42","0.14","0.00","0.03","0.45","0.36","0.00"
"Ss_050","0.00","0.00","0.00","0.00","0.00","0.15","0.07","0.00","0.05","0.52","0.00","0.00","0.07","0.47","0.11","0.00"
"Ss_051","0.14","0.00","0.00","0.00","0.15","0.01","0.27","0.01","0.15","0.15","0.46","0.00","0.15","0.16","0.61","0.11"
"Ss_052","0.05","0.00","0.00","0.00","0.05","0.05","0.28","0.00","0.10","0.30","0.35","0.04","0.07","0.14","0.46","0.08"
"Ss_053","0.06","0.00","0.00","0.00","0.05","0.00","0.40","0.08","0.05","0.00","0.49","0.01","0.05","0.17","0.38","0.04"
"Ss_054","0.10","0.00","0.00","0.00","0.10","0.00","0.20","0.04","0.08","0.00","0.46","0.16","0.09","0.02","0.49","0.13"
"Ss_055","0.02","0.00","0.00","0.00","0.03","0.08","0.25","0.00","0.05","0.34","0.18","0.00","0.05","0.30","0.59","0.00"
"Ss_056","0.02","0.00","0.00","0.00","0.09","0.40","0.02","0.00","0.13","0.41","0.07","0.00","0.08","0.40","0.44","0.00"
"Ss_057","0.02","0.00","0.00","0.00","0.04","0.00","0.32","0.15","0.05","0.11","0.43","0.01","0.02","0.28","0.53","0.17"
"Ss_058","0.05","0.00","0.00","0.00","0.05","0.26","0.16","0.00","0.03","0.24","0.39","0.00","0.05","0.33","0.31","0.00"
"Ss_059","0.00","0.00","0.00","0.00","0.00","0.42","0.19","0.00","0.00","0.26","0.37","0.10","0.00","0.28","0.38","0.07"
"Ss_060","0.02","0.00","0.00","0.00","0.03","0.23","0.25","0.00","0.03","0.30","0.39","0.00","0.03","0.32","0.36","0.00"
"Ss_061","0.00","0.00","0.00","0.00","0.00","0.10","0.31","0.00","0.00","0.49","0.14","0.00","0.00","0.42","0.55","0.00"
"Ss_062","0.00","0.00","0.00","0.00","0.00","0.10","0.36","0.00","0.02","0.35","0.15","0.00","0.02","0.32","0.47","0.00"
"Ss_063","0.00","0.00","0.00","0.00","0.00","0.33","0.18","0.00","0.00","0.36","0.35","0.00","0.00","0.35","0.46","0.02"
"Ss_064","0.00","0.00","0.00","0.00","0.03","0.00","0.25","0.31","0.05","0.00","0.32","0.15","0.04","0.00","0.41","0.48"
"Ss_065","0.00","0.00","0.00","0.00","0.00","0.00","0.21","0.01","0.00","0.03","0.47","0.01","0.00","0.19","0.60","0.00"
"Ss_066","0.00","0.00","0.00","0.00","0.00","0.14","0.24","0.00","0.00","0.15","0.33","0.00","0.00","0.23","0.36","0.00"
"Ss_067","0.00","0.00","0.00","0.00","0.00","0.07","0.29","0.00","0.00","0.14","0.43","0.00","0.00","0.10","0.23","0.00"
"Ss_068","0.00","0.00","0.00","0.00","0.00","0.35","0.07","0.00","0.00","0.45","0.10","0.00","0.09","0.28","0.00","0.00"
"Ss_069","0.00","0.00","0.00","0.00","0.00","0.33","0.16","0.00","0.00","0.33","0.14","0.00","0.00","0.25","0.12","0.00"
"Ss_070","0.00","0.00","0.00","0.00","0.00","0.08","0.11","0.00","0.00","0.24","0.15","0.00","0.00","0.28","0.17","0.00"
"Ss_071","0.00","0.00","0.00","0.00","0.00","0.44","0.10","0.00","0.00","0.15","0.10","0.00","0.17","0.46","0.07","0.00"
"Ss_072","0.00","0.00","0.00","0.00","0.00","0.02","0.14","0.00","0.00","0.50","0.21","0.00","0.07","0.28","0.34","0.00"
"Ss_073","0.00","0.00","0.00","0.00","0.00","0.29","0.00","0.00","0.03","0.40","0.03","0.00","0.40","0.39","0.00","0.00"
"Ss_074","0.00","0.00","0.00","0.00","0.00","0.30","0.17","0.00","0.01","0.47","0.05","0.00","0.09","0.22","0.05","0.00"
"Ss_075","0.00","0.00","0.00","0.00","0.02","0.31","0.28","0.00","0.05","0.48","0.14","0.00","0.29","0.38","0.03","0.00"
"Ss_076","0.13","0.00","0.00","0.00","0.12","0.09","0.36","0.06","0.16","0.10","0.45","0.01","0.17","0.07","0.22","0.00"
"Ss_077","0.07","0.00","0.00","0.00","0.07","0.15","0.25","0.03","0.12","0.09","0.45","0.00","0.12","0.24","0.36","0.00"
"Ss_078","0.07","0.00","0.00","0.00","0.06","0.00","0.42","0.12","0.07","0.00","0.42","0.11","0.05","0.02","0.33","0.09"
"Ss_079","0.05","0.00","0.00","0.00","0.10","0.02","0.36","0.07","0.12","0.01","0.47","0.05","0.12","0.22","0.36","0.02"
"Ss_080","0.04","0.00","0.00","0.00","0.04","0.00","0.11","0.00","0.06","0.00","0.59","0.00","0.07","0.23","0.43","0.02"
"Ss_081","0.04","0.00","0.00","0.00","0.04","0.11","0.48","0.13","0.06","0.00","0.46","0.09","0.04","0.18","0.29","0.00"
"Ss_082","0.02","0.00","0.00","0.00","0.04","0.05","0.23","0.00","0.03","0.55","0.05","0.00","0.06","0.45","0.45","0.00"
"Ss_083","0.05","0.00","0.00","0.00","0.04","0.12","0.27","0.00","0.06","0.40","0.26","0.00","0.04","0.34","0.37","0.00"
"Ss_084","0.02","0.00","0.00","0.00","0.01","0.00","0.04","0.10","0.02","0.07","0.45","0.00","0.02","0.13","0.63","0.55"
"Ss_085","0.02","0.00","0.00","0.00","0.02","0.01","0.12","0.00","0.02","0.59","0.26","0.00","0.07","0.41","0.31","0.00"
"Ss_086","0.00","0.00","0.00","0.00","0.00","0.25","0.16","0.00","0.00","0.51","0.35","0.00","0.16","0.43","0.23","0.00"
"Ss_087","0.00","0.00","0.00","0.00","0.00","0.00","0.17","0.15","0.02","0.00","0.51","0.14","0.03","0.25","0.51","0.06"
"Ss_088","0.00","0.00","0.00","0.00","0.00","0.17","0.30","0.00","0.00","0.54","0.14","0.00","0.16","0.45","0.19","0.00"
"Ss_089","0.02","0.00","0.00","0.00","0.03","0.06","0.03","0.00","0.01","0.55","0.11","0.00","0.16","0.50","0.55","0.00"
"Ss_090","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.47","0.09","0.00","0.11","0.43","0.23"
"Ss_091","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.00","0.10","0.37","0.11","0.00","0.22","0.70","0.22"
"Ss_092","0.00","0.00","0.00","0.00","0.00","0.06","0.15","0.00","0.00","0.65","0.21","0.00","0.07","0.50","0.47","0.25"
"Ss_093","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.41","0.33","0.00","0.06","0.47","0.27","0.00"
"Ss_094","0.00","0.00","0.00","0.00","0.00","0.00","0.16","0.04","0.00","0.20","0.34","0.03","0.00","0.35","0.47","0.00"
"Ss_095","0.00","0.00","0.00","0.00","0.00","0.11","0.14","0.01","0.00","0.27","0.34","0.05","0.00","0.45","0.36","0.00"
"Ss_096","0.00","0.00","0.00","0.00","0.00","0.07","0.31","0.09","0.00","0.09","0.35","0.00","0.19","0.28","0.43","0.00"
"Ss_097","0.00","0.00","0.00","0.00","0.00","0.00","0.26","0.17","0.00","0.07","0.38","0.00","0.01","0.42","0.26","0.00"
"Ss_098","0.00","0.00","0.00","0.00","0.00","0.09","0.35","0.26","0.00","0.25","0.33","0.00","0.00","0.26","0.51","0.00"
"Ss_099","0.00","0.00","0.00","0.00","0.00","0.14","0.29","0.00","0.00","0.31","0.19","0.00","0.20","0.20","0.45","0.13"
"Ss_100","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.00","0.44","0.25","0.00","0.00","0.21","0.60","0.02","0.00"
"Š_001","0.10","0.00","0.21","0.50","0.13","0.00","0.37","0.14","0.11","0.00","0.19","0.38","0.14","0.16","0.46","0.48"
"Š_002","0.09","0.00","0.28","0.00","0.11","0.08","0.53","0.02","0.11","0.01","0.50","0.02","0.10","0.26","0.28","0.00"
"Š_003","0.05","0.00","0.46","0.31","0.06","0.00","0.27","0.05","0.06","0.00","0.26","0.16","0.05","0.05","0.49","0.27"
"Š_004","0.12","0.16","0.60","0.08","0.12","0.00","0.23","0.00","0.14","0.12","0.47","0.00","0.11","0.31","0.47","0.01"
"Š_005","0.05","0.00","0.48","0.16","0.06","0.00","0.48","0.06","0.05","0.00","0.27","0.21","0.05","0.05","0.39","0.07"
"Š_006","0.07","0.00","0.40","0.19","0.07","0.00","0.19","0.12","0.06","0.00","0.51","0.00","0.05","0.17","0.38","0.14"
"Š_007","0.02","0.00","0.65","0.01","0.04","0.01","0.45","0.11","0.03","0.06","0.44","0.07","0.02","0.08","0.30","0.00"
"Š_008","0.05","0.05","0.55","0.03","0.06","0.19","0.32","0.00","0.06","0.10","0.56","0.00","0.05","0.40","0.60","0.00"
"Š_009","0.01","0.04","0.55","0.21","0.04","0.00","0.15","0.01","0.01","0.24","0.17","0.00","0.02","0.15","0.60","0.00"
"Š_010","0.02","0.08","0.72","0.15","0.03","0.49","0.08","0.08","0.02","0.21","0.55","0.24","0.02","0.28","0.36","0.12"
"Š_011","0.00","0.34","0.54","0.00","0.00","0.51","0.12","0.04","0.00","0.10","0.56","0.00","0.08","0.41","0.53","0.00"
"Š_012","0.00","0.24","0.49","0.13","0.03","0.48","0.18","0.05","0.03","0.05","0.55","0.05","0.15","0.40","0.48","0.00"
"Š_013","0.00","0.13","0.71","0.03","0.00","0.58","0.08","0.00","0.02","0.00","0.61","0.00","0.05","0.40","0.34","0.00"
"Š_014","0.02","0.26","0.37","0.01","0.03","0.58","0.08","0.02","0.01","0.08","0.53","0.08","0.24","0.48","0.38","0.00"
"Š_015","0.00","0.41","0.36","0.00","0.09","0.44","0.14","0.00","0.15","0.52","0.06","0.00","0.13","0.20","0.58","0.00"
"Š_016","0.00","0.10","0.54","0.00","0.00","0.45","0.13","0.00","0.00","0.08","0.35","0.20","0.00","0.42","0.41","0.15"
"Š_017","0.00","0.24","0.52","0.09","0.00","0.11","0.26","0.00","0.00","0.07","0.49","0.00","0.00","0.41","0.49","0.00"
"Š_018","0.00","0.21","0.48","0.01","0.00","0.15","0.09","0.00","0.01","0.27","0.36","0.00","0.01","0.40","0.61","0.22"
"Š_019","0.00","0.42","0.57","0.00","0.00","0.13","0.58","0.01","0.00","0.03","0.58","0.04","0.00","0.33","0.50","0.17"
"Š_020","0.00","0.21","0.51","0.01","0.00","0.05","0.37","0.06","0.00","0.00","0.59","0.26","0.00","0.28","0.05","0.57"
"Š_021","0.00","0.01","0.49","0.29","0.00","0.22","0.35","0.00","0.00","0.35","0.31","0.00","0.21","0.39","0.61","0.00"
"Š_022","0.00","0.21","0.27","0.04","0.00","0.52","0.24","0.04","0.00","0.25","0.55","0.05","0.00","0.32","0.39","0.00"
"Š_023","0.02","0.44","0.35","0.30","0.00","0.28","0.55","0.09","0.00","0.24","0.35","0.00","0.01","0.43","0.73","0.09"
"Š_024","0.00","0.26","0.26","0.27","0.00","0.23","0.47","0.00","0.00","0.47","0.23","0.00","0.00","0.43","0.63","0.00"
"Š_025","0.00","0.11","0.47","0.00","0.00","0.59","0.03","0.00","0.00","0.10","0.59","0.00","0.02","0.55","0.29","0.00"
"Š_026","0.10","0.27","0.21","0.00","0.12","0.25","0.12","0.00","0.16","0.28","0.46","0.00","0.12","0.29","0.34","0.00"
"Š_027","0.09","0.00","0.50","0.23","0.11","0.00","0.58","0.08","0.15","0.12","0.45","0.12","0.14","0.03","0.21","0.00"
"Š_028","0.06","0.00","0.40","0.23","0.06","0.52","0.08","0.00","0.07","0.11","0.62","0.00","0.07","0.34","0.25","0.00"
"Š_029","0.09","0.02","0.57","0.00","0.11","0.34","0.29","0.00","0.12","0.00","0.31","0.27","0.11","0.37","0.31","0.01"
"Š_030","0.03","0.13","0.63","0.10","0.02","0.10","0.58","0.08","0.05","0.00","0.46","0.09","0.05","0.27","0.50","0.03"
"Š_031","0.05","0.33","0.51","0.01","0.12","0.54","0.29","0.00","0.06","0.00","0.54","0.00","0.33","0.35","0.22","0.08"
"Š_032","0.02","0.00","0.67","0.26","0.02","0.05","0.67","0.18","0.03","0.03","0.13","0.48","0.00","0.15","0.28","0.00"
"Š_033","0.03","0.49","0.48","0.00","0.06","0.25","0.44","0.01","0.05","0.23","0.55","0.12","0.06","0.03","0.11","0.16"
"Š_034","0.02","0.38","0.43","0.00","0.03","0.48","0.31","0.00","0.10","0.30","0.60","0.04","0.02","0.11","0.04","0.00"
"Š_035","0.02","0.36","0.55","0.18","0.02","0.02","0.70","0.03","0.01","0.01","0.13","0.40","0.01","0.28","0.42","0.03"
"Š_036","0.00","0.00","0.29","0.31","0.01","0.26","0.19","0.00","0.01","0.11","0.44","0.28","0.00","0.29","0.42","0.07"
"Š_037","0.03","0.37","0.11","0.00","0.06","0.59","0.28","0.00","0.04","0.06","0.60","0.03","0.06","0.55","0.31","0.00"
"Š_038","0.00","0.00","0.67","0.05","0.00","0.03","0.34","0.16","0.00","0.26","0.41","0.05","0.00","0.45","0.43","0.29"
"Š_039","0.03","0.02","0.62","0.04","0.03","0.35","0.45","0.19","0.04","0.35","0.35","0.41","0.01","0.36","0.38","0.01"
"Š_040","0.00","0.15","0.45","0.04","0.00","0.34","0.27","0.00","0.00","0.03","0.65","0.00","0.04","0.21","0.62","0.00"
"Š_041","0.00","0.24","0.42","0.00","0.05","0.35","0.01","0.00","0.05","0.39","0.44","0.00","0.02","0.39","0.36","0.00"
"Š_042","0.00","0.24","0.42","0.00","0.00","0.29","0.38","0.01","0.00","0.10","0.45","0.25","0.02","0.37","0.45","0.00"
"Š_043","0.01","0.33","0.37","0.00","0.01","0.35","0.13","0.00","0.02","0.50","0.11","0.00","0.01","0.23","0.40","0.20"
"Š_044","0.00","0.44","0.40","0.00","0.00","0.45","0.04","0.00","0.00","0.38","0.36","0.19","0.00","0.28","0.40","0.23"
"Š_045","0.00","0.31","0.45","0.00","0.01","0.35","0.14","0.00","0.09","0.53","0.17","0.00","0.02","0.21","0.46","0.23"
"Š_046","0.00","0.26","0.45","0.06","0.00","0.27","0.13","0.00","0.02","0.50","0.44","0.05","0.00","0.52","0.47","0.09"
"Š_047","0.01","0.51","0.29","0.00","0.00","0.41","0.00","0.00","0.00","0.39","0.45","0.00","0.13","0.30","0.57","0.00"
"Š_048","0.00","0.29","0.24","0.00","0.00","0.51","0.10","0.00","0.00","0.02","0.47","0.03","0.00","0.29","0.44","0.05"
"Š_049","0.00","0.22","0.49","0.00","0.00","0.26","0.30","0.00","0.00","0.49","0.15","0.00","0.00","0.29","0.50","0.17"
"Š_050","0.03","0.62","0.28","0.00","0.25","0.35","0.00","0.00","0.00","0.35","0.39","0.00","0.02","0.45","0.35","0.00"
"Š_051","0.15","0.11","0.59","0.00","0.11","0.40","0.32","0.01","0.13","0.05","0.24","0.43","0.14","0.07","0.49","0.38"
"Š_052","0.09","0.16","0.69","0.02","0.07","0.31","0.31","0.00","0.11","0.36","0.42","0.12","0.11","0.37","0.31","0.21"
